Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1000,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1000,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1200,,,55,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1200,,,55,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1000,,,55,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,1000,,,55,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
316L stainless steel; Ti-6Al-4V (Ti-64); Al6061; Nickel 400,LPBF,single-track laser melting (in situ X-ray imaging),,800,,,45,,,,,,,,,,,,,,,,,0.5,6.0,,,,90.0,4.0,,31.0,,,63.0,17.0,2.5,2.0,2.5,23,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
IN718,LPBF,single track,142,960,,60,80,,73,,,,,0.15,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track,250,1100,,60,80,,120,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track,285,960,,60,80,,172,,,,,0.3,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track,250,660,,60,80,,176,,,,,0.38,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track,285,600,,60,80,,252,,,,,0.47,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
17-4PH Stainless Steel,LPBF,single track,100,400,,50,80,,50,140,,0.357,,0.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,100,600,,50,80,,40,120,,0.333,,0.167,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,100,800,,50,80,,30,100,,0.3,,0.125,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,100,1000,,50,80,,20,90,,0.222,,0.1,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,100,1200,,50,80,,15,80,,0.188,,0.083,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,150,400,,50,80,,70,170,,0.412,,0.375,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,150,600,,50,80,,55,150,,0.367,,0.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,150,800,,50,80,,40,130,,0.308,,0.188,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,150,1000,,50,80,,30,110,,0.273,,0.15,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,150,1200,,50,80,,22,95,,0.232,,0.125,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,200,400,,50,80,,90,200,,0.45,,0.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,200,600,,50,80,,70,175,,0.4,,0.333,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,200,800,,50,80,,55,155,,0.355,,0.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,200,1200,,50,80,,40,125,,0.32,,0.167,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,200,1600,,50,80,,30,105,,0.286,,0.125,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,250,400,,50,80,,110,230,,0.478,,0.625,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,250,600,,50,80,,85,200,,0.425,,0.417,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,250,800,,50,80,,65,175,,0.371,,0.313,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,250,1200,,50,80,,45,140,,0.321,,0.208,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,300,400,,50,80,,130,260,,0.5,,0.75,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,300,600,,50,80,,100,225,,0.444,,0.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,300,800,,50,80,,75,195,,0.385,,0.375,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,300,1200,,50,80,,55,155,,0.355,,0.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,900,400,,50,240,,220,420,,0.524,,2.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,900,500,,50,240,,180,380,,0.474,,1.8,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,900,600,,50,240,,150,340,,0.441,,1.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,900,800,,50,240,,110,290,,0.379,,1.125,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,900,1200,,50,240,,75,240,,0.313,,0.75,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,1800,400,,50,240,,350,580,,0.603,,4.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,1800,600,,50,240,,270,490,,0.551,,3.0,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,1800,800,,50,240,,210,420,,0.5,,2.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,1800,1200,,50,240,,145,340,,0.426,,1.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,2700,400,,50,240,,450,700,,0.643,,6.75,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,2700,600,,50,240,,350,600,,0.583,,4.5,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,2700,800,,50,240,,280,520,,0.538,,3.375,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
17-4PH Stainless Steel,LPBF,single track,2700,1200,,50,240,,195,410,,0.476,,2.25,,7780,500,18.0,,0.35,,,,0.029,,,,,,,,3.65,,,4.1,15.79,,0.046,,"Metals 2018, 8, 475",Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,
Ti-45Al,LPBF,single-track,125,20,,150,200,,60,260,,0.231,,6.25,,3720,,22,1858,0.4286,,,,,31.56,,,,68.44,,,,,,,,,,,,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al,LPBF,single-track,150,20,,150,200,,75,310,,0.242,,7.5,,3720,,22,1858,0.4286,,,,,31.56,,,,68.44,,,,,,,,,,,,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al,LPBF,single-track,175,20,,150,200,,90,360,,0.25,,8.75,,3720,,22,1858,0.4286,,,,,31.56,,,,68.44,,,,,,,,,,,,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
