Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,L_over_D,H_over_W,vaporization_ratio_eta,build_to_powder_ratio_percent,normalized_enthalpy_deltaH_over_hs,conduction_to_keyhole_transition_normalized_enthalpy_deltaH_over_hs,meltpool_aspect_ratio_width_to_depth,D_over_t,L_over_W,W_over_h,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Inconel 718,laser powder bed fusion,"selective laser melting (SLM), single-line scan (single track)",200,1200,,0.02,,,41.5,113.6,,0.365317,,,,,,,,,,,,0.166667,,,,,1443.0,0.48,,,,,,,,,,,,,,,,,,,,file33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties☆,
Inconel 718,laser powder bed fusion,"selective laser melting (SLM), single-line scan (single track)",300,1200,,0.02,,,101.1,132.0,,0.765909,,,,,,,,,,,,0.25,,,,,1443.0,0.48,,,,,,,,,,,,,,,,,,,,file33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties☆,
Inconel 718,laser powder bed fusion,"selective laser melting (SLM), single-line scan (single track)",300,2200,,0.02,,,42.7,104.0,,0.410577,,,,,,,,,,,,0.136364,,,,,1443.0,0.48,,,,,,,,,,,,,,,,,,,,file33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties☆,
Inconel 718,laser powder bed fusion,"selective laser melting (SLM), single-line scan (single track)",300,2500,,0.02,,,39.9,94.0,,0.424468,,,,,,,,,,,,0.12,,,,,1443.0,0.48,,,,,,,,,,,,,,,,,,,,file33,Finite element simulation of laser additive melting and solidification of Inconel 718 with experimentally tested thermal properties☆,
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,104,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,156,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,208,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,156,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,182,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,208,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,234,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,260,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,312,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,364,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,400,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,600,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,700,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,900,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,1000,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,1100,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,1200,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,400,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,700,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
Ti-6Al-4V,laser powder bed fusion (LPBF) / laser melting,ultrahigh-speed synchrotron x-ray imaging of stationary-beam and scanning-beam keyhole (vapor depression) formation; bare plate with some powder-bed comparisons mentioned,,1000,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file34,Keyhole threshold and morphology in laser melting revealed by ultrahigh-speed x-ray imaging,10.1126/science.aav4687
SS316,Directed Energy Deposition Additive Manufacturing (DED-AM),"Laser directed energy deposition (blown powder, coaxial nozzle)",200,1.67,,,,,,,,,,,,,,,,,,,,119.76,,8000,490,13,1644,,,,,,,,,,,,,,,,,,,,,file35,Melt pool morphology in directed energy deposition additive manufacturing process,10.1088/1757-899X/861/1/012012
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,50,,0.1,0.045,,,,,,,,,,,,,,,,,8.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,100,,0.1,0.045,,,,,,,,,,,,,,,,,4.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,150,,0.1,0.045,,,,,,,,,,,,,,,,,2.6666666667,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,200,,0.1,0.045,,,,,,,,,,,,,,,,,2.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,250,,0.1,0.045,,,,,,,,,,,,,,,,,1.6,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,300,,0.1,0.045,,,,,,,,,,,,,,,,,1.3333333333,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,350,,0.1,0.045,,,,,,,,,,,,,,,,,1.1428571429,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,400,,0.1,0.045,,,,,,,,,,,,,,,,,1.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,450,,0.1,0.045,,,,,,,,,,,,,,,,,0.8888888889,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),400,500,,0.1,0.045,,,,,,,,,,,,,,,,,0.8,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,50,,0.1,0.045,,,,,,,,,,,,,,,,,10.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,100,,0.1,0.045,,,,,,,,,,,,,,,,,5.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,150,,0.1,0.045,,,,,,,,,,,,,,,,,3.3333333333,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,200,,0.1,0.045,,,,,,,,,,,,,,,,,2.5,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,250,,0.1,0.045,,,,,,,,,,,,,,,,,2.0,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,300,,0.1,0.045,,,,,,,,,,,,,,,,,1.6666666667,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,350,,0.1,0.045,,,,,,,,,,,,,,,,,1.4285714286,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
pure copper (HCP Cu powder on Cu substrate),laser powder bed fusion (LPBF),single-track laser scanning with in situ absorptivity via direct micro-calorimetry (LLNL open-architecture LPBF-AM),500,400,,0.1,0.045,,,,,,,,,,,,,,,,,1.25,,8960,384.6,399,1358,0.05,,,,,,,,,,,,99.9,,,,,,,,file36,Determining processing behaviour of pure Cu in laser powder bed fusion using direct micro-calorimetry,
