Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
17-4PH stainless steel,laser powder bed fusion (LPBF),single-track formation on thin powder layer (~50 um) and on substrate without powder,900,600,,50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,humping_and_irregularity,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,7800.603,267.802,10.328,,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,,0.046,,file25,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,10.3390/met8060475
17-4PH stainless steel,laser powder bed fusion (LPBF),single-track formation on thin powder layer (~50 um) and on substrate without powder,2700,1800,,50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spatter_formation,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,7800.603,267.802,10.328,,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,,0.046,,file25,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,10.3390/met8060475
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),,,,,,,,,,,,,,,,0.54,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),100,250,,100,200,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,8800000,,,,,,,,,,,,,,,,,,,,,,0.4,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,250,,100,200,,,,,,,,,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,9200000,,,,,,,,,,,,,,,,,,,,,,0.6,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),200,250,,100,200,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,10200000,,,,,,,,,,,,,,,,,,,,,,0.8,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),250,250,,100,200,,,,,,,,,,,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,10700000,,,,,,,,,,,,,,,,,,,,,,1.0,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,100,,100,200,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,10300000,,,,,,,,,,,,,,,,,,,,,,1.5,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,200,,100,200,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,9800000,,,,,,,,,,,,,,,,,,,,,,0.75,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,300,,100,200,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000,,,,,,,,,,,,,,,,,,,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,8600000,,,,,,,,,,,,,,,,,,,,,,0.5,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,400,,100,200,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130000,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,,,,,,,,,,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,8100000,,,,,,,,,,,,,,,,,,,,,,0.375,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),125,20,,150,,,110,510,,0.216,,,,,1.791,,1.6,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig. 11a approximate readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),150,20,,150,,,150,580,,0.259,,,,,,,,2.03,1.6,1.35,0.81,,2.075,1.775,1.448,0.91,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig. 11a approximate readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),175,20,,150,,,170,650,,0.262,,,,,2.155,,2.1,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig. 11a approximate readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
Ti-45Al alloy,laser powder bed fusion,single-track LPBF (integrated thermal/phase-field simulation with experimental validation),200,20,,150,,,220,750,,0.293,,,,,2.382,,2.25,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig. 11a approximate readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,3720,,22,1858,0.24,0,0,0,0,31.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,10.1016/j.matdes.2021.109501
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",70,600,,25,45,100,34.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1616,,decreasing,,,,,,,,cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08,31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1167,46.67,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",70,600,,25,45,100,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1126,,decreasing,,,,,,,,cone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08,31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1167,46.67,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",65,600,,25,45,100,31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1289,,decreasing,,,,,,,,cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.73,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1083,43.33,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",65,600,,25,45,100,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0937,,decreasing,,,,,,,,cone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.73,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1083,43.33,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",60,600,,25,45,100,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06212,,decreasing,,,,,,,,cylinder,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,34.33,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,40.0,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
AISI 316L stainless steel,additive_manufacturing,"laser powder bed fusion (LPBF), conduction-mode processing window",60,600,,25,45,100,26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05553,,decreasing,,,,,,,,cone,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,34.33,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,40.0,7454,1911,27.78,1678,0.3,,,,0-1,,,,,,,,,,,10-14,16-18,balance,0-2,2-2.5,file27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,600,,20,100,,73,131,,0.5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2833,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,700,,20,100,,62,119,,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2429,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,800,,20,100,,55,111,,0.4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,900,,20,100,,47,103,,0.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1889,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,1000,,20,100,,43,101,,0.4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,1100,,20,100,,35,92,,0.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1545,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,1200,,20,100,,33,87,,0.3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1417,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),170,1300,,20,100,,31,78,,0.3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1308,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),195,600,,20,100,,103,136,,0.7574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),195,700,,20,100,,86,131,,0.6565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2786,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),195,800,,20,100,,74,123,,0.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16/Fig.17 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-32,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2438,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),195,900,,20,100,,67,116,,0.5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2167,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
"Stainless Steel 17-4PH powder (single-layer, on mild carbon steel substrate)",Laser Powder-Bed Fusion (LPBF),Single-track/single-line scanning experiments on EOS M 290 with FEM heat-transfer calibration (APG4 heat source),195,1000,,20,100,,60,107,,0.5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig.10/Fig.16 visual extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,,,,10.5,,0.48,,,,,,,,,,,,,,,,,,,,file28,3-Dimensional heat transfer modeling for laser powder-bed fusion additive manufacturing with volumetric heat sources based on varied thermal conductivity and absorptivity,10.1016/j.optlastec.2018.08.012
